Record,Location,X,Y,Longitude,Latitude,Year,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type
11075,OR174 IC112 RAMP51 btwn REGIONAL ROAD 174 & OR174 IC112 RAMP52,374967.38127,5032878.43813,-75.60322,45.43232,2017,2017-03-28,12:56:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
11076,ORANGEVILLE ST btwn BOOTH ST & LEBRETON ST S,366931.10037,5029587.86681,-75.70633,45.40347,2017,2017-07-20,12:00:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
11077,ORCHARDVIEW AVE @ GARDENWAY DR,384734.67010,5036807.09975,-75.47777,45.46662,2017,2017-09-03,4:32:00 PM,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
11078,ORCHARDVIEW AVE @ GARDENWAY DR,384735.36312,5036806.83364,-75.47776,45.46661,2017,2017-12-02,10:45:00 AM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
11079,ORCHARDVIEW AVE @ GARDENWAY DR,384735.76300,5036806.92853,-75.47776,45.46662,2017,2017-01-14,10:22:00 AM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
11080,ORCHARDVIEW AVE btwn NORTHAMPTON DR & GARDENWAY DR,384728.93125,5036821.06873,-75.47784,45.46674,2017,2017-12-19,4:33:00 PM,01 - Clear,05 - Packed snow,10 - No control,04 - At/near private drive,05 - Dusk,02 - Non-fatal injury,99 - Other
11081,ORCHARDVIEW AVE btwn NORTHAMPTON DR & GARDENWAY DR,384687.05951,5036933.94902,-75.47836,45.46776,2017,2017-12-23,7:16:00 PM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
11082,ORLEANS BLVD @ LONGLEAF DR N/SILVERBIRCH ST,380738.48316,5034033.61459,-75.52930,45.44211,2017,2017-12-08,5:55:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe
11083,ORLEANS BLVD @ MAPLE RUN AVE/BEAUSEJOUR DR S,380575.39664,5035316.68913,-75.53118,45.45367,2017,2017-08-03,9:25:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,05 - Turning movement
11084,ORLEANS BLVD @ MAPLE RUN AVE/BEAUSEJOUR DR S,380572.75390,5035315.29793,-75.53122,45.45366,2017,2017-01-28,1:43:00 PM,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
11085,ORLEANS BLVD @ MAPLE RUN AVE/BEAUSEJOUR DR S,380572.46308,5035316.19260,-75.53122,45.45367,2017,2017-12-27,4:10:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,02 - Angle
11086,ORLEANS BLVD @ NAVAN RD,380596.51810,5033091.47936,-75.53125,45.43365,2017,2017-07-11,4:34:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,01 - Approaching
11087,ORLEANS BLVD @ NAVAN RD,380597.46485,5033091.51041,-75.53124,45.43365,2017,2017-09-05,8:50:00 AM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11088,ORLEANS BLVD @ NAVAN RD,380594.18387,5033095.71174,-75.53128,45.43369,2017,2017-11-12,3:16:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
11089,ORLEANS BLVD @ NAVAN RD,380597.06084,5033091.47573,-75.53125,45.43365,2017,2017-02-07,7:18:00 AM,01 - Clear,04 - Slush,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
11090,ORLEANS BLVD @ PINEGLADE CRES/CRESTMONT PL,380610.00353,5034138.43167,-75.53092,45.44307,2017,2017-02-15,9:00:00 AM,03 - Snow,03 - Loose snow,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement
11091,ORLEANS BLVD @ ST. JOSEPH BLVD,380631.73773,5036980.58976,-75.53020,45.46864,2017,2017-06-09,6:30:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement
11092,ORLEANS BLVD @ ST. JOSEPH BLVD,380632.68445,5036980.82679,-75.53019,45.46864,2017,2017-08-25,3:52:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement
11093,ORLEANS BLVD @ ST. JOSEPH BLVD,380629.91122,5036982.11217,-75.53023,45.46865,2017,2017-08-10,10:52:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11094,ORLEANS BLVD @ ST. JOSEPH BLVD,380631.73770,5036980.21487,-75.53021,45.46863,2017,2017-02-08,4:02:00 PM,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other
11095,ORLEANS BLVD @ ST. JOSEPH BLVD,380631.19496,5036980.86147,-75.53021,45.46864,2017,2017-01-22,1:36:00 AM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,07 - SMV other
11096,ORLEANS BLVD @ ST. JOSEPH BLVD,380630.73436,5036980.59010,-75.53022,45.46864,2017,2017-04-05,12:00:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
11097,ORLEANS BLVD @ ST. JOSEPH BLVD,380631.57864,5036980.70455,-75.53021,45.46864,2017,2017-03-10,12:01:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other
11098,ORLEANS BLVD @ ST. JOSEPH BLVD,380632.21107,5036979.88004,-75.53020,45.46863,2017,2017-12-30,10:55:00 AM,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11099,ORLEANS BLVD btwn BOYER RD & BEAUSEJOUR DR,380996.27604,5035521.93058,-75.52577,45.45547,2017,2017-01-09,12:25:00 AM,01 - Clear,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end
11100,ORLEANS BLVD btwn BOYER RD & BEAUSEJOUR DR,381103.34622,5035721.48847,-75.52437,45.45726,2017,2017-03-08,7:45:00 AM,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,04 - Sideswipe
11101,ORLEANS BLVD btwn BROKEN OAK DR & JEANNE D'ARC BLVD N,379985.85127,5038200.30698,-75.53828,45.47968,2017,2017-10-11,3:28:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end
11102,ORLEANS BLVD btwn BROKEN OAK DR & JEANNE D'ARC BLVD N,379915.85842,5038273.28689,-75.53916,45.48034,2017,2017-10-22,9:40:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
11103,ORLEANS BLVD btwn FOREST VALLEY DR & MEADOWGLEN DR,380280.20793,5034725.15090,-75.53505,45.44838,2017,2017-01-08,8:06:00 PM,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
11104,ORLEANS BLVD btwn FORTUNE DR & LUMBERMAN WAY,380318.32719,5037538.33723,-75.53413,45.47369,2017,2017-12-29,5:36:00 AM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other
11105,ORLEANS BLVD btwn JEANNE D'ARC BLVD S & BEAUSEJOUR DR,381011.60314,5036046.36233,-75.52549,45.46019,2017,2017-05-20,1:45:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
11106,ORLEANS BLVD btwn LUMBERMAN WAY & ST. JOSEPH BLVD,380618.48326,5036999.76170,-75.53037,45.46881,2017,2017-10-31,6:32:00 AM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,03 - Dawn,03 - P.D. only,02 - Angle
11107,ORLEANS BLVD btwn LUMBERMAN WAY & ST. JOSEPH BLVD,380628.16701,5036985.09094,-75.53025,45.46868,2017,2017-03-01,4:00:00 PM,02 - Rain,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle
11108,ORLEANS BLVD btwn LUMBERMAN WAY & ST. JOSEPH BLVD,380575.12918,5037061.33108,-75.53092,45.46937,2017,2017-03-02,3:06:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement
11109,ORMROD RD btwn WORLEY ST & FLEWELLYN RD,341912.81060,5002312.40568,-76.02794,45.15981,2017,2017-12-12,6:57:00 PM,03 - Snow,05 - Packed snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other
11110,ORMROD RD btwn WORLEY ST & FLEWELLYN RD,341887.18512,5002303.15754,-76.02827,45.15973,2017,2017-11-15,3:43:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other
11111,ORTONA AVE btwn FALAISE RD & STORMONT ST,366945.07264,5024593.17152,-75.70678,45.35853,2017,2017-09-11,3:25:00 PM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,06 - SMV unattended vehicle
11112,ORTONA AVE N @ NORMANDY CRES N,366830.25645,5024871.87186,-75.70821,45.36105,2017,2017-08-09,2:24:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle
11113,OSGOODE MAIN ST btwn 2ND LINE RD & BLANCHFIELD RD,377225.45022,5002451.44822,-75.57881,45.15832,2017,2017-06-08,3:31:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
11114,OSGOODE MAIN ST btwn ELIZABETH ST & VANCE ST,375160.77330,5001137.08265,-75.60525,45.14670,2017,2017-03-23,8:24:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
11115,OSGOODE MAIN ST btwn OLD GEORGE ST & ROBERT DOWD ST,374839.25540,5000908.12965,-75.60937,45.14467,2017,2017-12-22,12:00:00 PM,03 - Snow,03 - Loose snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,03 - Rear end
11116,OSGOODE ST @ RANGE RD,369498.09767,5032250.00321,-75.67320,45.42719,2017,2017-09-12,1:25:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
11117,OSGOODE ST @ SWEETLAND AVE,369064.32777,5031983.88894,-75.67877,45.42484,2017,2017-07-30,6:29:00 PM,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle
11118,OSGOODE ST @ SWEETLAND AVE,369066.03995,5031983.24001,-75.67875,45.42483,2017,2017-04-02,9:05:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,07 - Dark,02 - Non-fatal injury,07 - SMV other
11119,OSGOODE ST btwn BLACKBURN AVE & GOULBURN AVE,369356.94610,5032163.17316,-75.67501,45.42642,2017,2017-02-25,6:53:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle
11120,OSNABROOK PRIV btwn DUNDONALD DR & KILBIRNIE DR,365547.34637,5012190.19654,-75.72614,45.24705,2017,2017-08-28,7:00:00 AM,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle
11121,OTHELLO AVE @ PLEASANT PARK RD,373447.89316,5028736.21395,-75.62322,45.39520,2017,2017-11-17,7:44:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,07 - Dark,03 - P.D. only,02 - Angle
11122,OTHELLO AVE @ PLEASANT PARK RD,373447.26864,5028737.27293,-75.62322,45.39521,2017,2017-01-18,8:49:00 AM,04 - Freezing Rain,04 - Slush,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle
11123,O'TOOLE RD btwn INNES RD & FRENCH HILL RD,389199.30112,5038037.77008,-75.42047,45.47716,2017,2017-07-03,6:55:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
11124,OTTAWA RIVER PKWY @ ISLAND PARK DR,363299.12680,5029453.34765,-75.75274,45.40257,2017,2017-08-24,7:15:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other
11125,OTTAWA RIVER PKWY @ ISLAND PARK DR,363298.66449,5029453.57245,-75.75275,45.40258,2017,2017-09-22,9:05:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11126,OTTAWA RIVER PKWY @ ISLAND PARK DR,363299.17320,5029454.28025,-75.75274,45.40258,2017,2017-10-30,11:29:00 AM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
11127,OTTAWA RIVER PKWY @ ISLAND PARK DR,363299.02975,5029454.90119,-75.75274,45.40259,2017,2017-11-27,4:30:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end
11128,OTTAWA RIVER PKWY @ ISLAND PARK DR,363298.77239,5029454.33475,-75.75274,45.40258,2017,2017-01-04,7:30:00 AM,04 - Freezing Rain,03 - Loose snow,01 - Traffic signal,02 - Intersection related,03 - Dawn,03 - P.D. only,03 - Rear end
11129,OTTAWA RIVER PKWY @ ISLAND PARK DR,363301.29857,5029456.93312,-75.75271,45.40261,2017,2017-01-28,6:10:00 AM,"07 - Fog, mist, smoke, dust",99 - Other,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,07 - SMV other
11130,OTTAWA RIVER PKWY @ ISLAND PARK DR,363298.69530,5029453.56340,-75.75275,45.40258,2017,2017-09-30,3:30:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11131,OTTAWA RIVER PKWY @ ISLAND PARK DR,363298.69529,5029453.56340,-75.75275,45.40258,2017,2017-09-20,6:00:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,03 - Dawn,03 - P.D. only,03 - Rear end
11132,OTTAWA RIVER PKWY @ ISLAND PARK DR,363298.69529,5029453.56341,-75.75275,45.40258,2017,2017-10-01,10:00:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11133,OTTAWA RIVER PKWY @ ISLAND PARK DR,363298.70291,5029453.57245,-75.75275,45.40258,2017,2017-09-06,10:48:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11134,OTTAWA RIVER PKWY @ ISLAND PARK DR,363298.53410,5029453.54538,-75.75275,45.40258,2017,2017-07-21,9:00:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,05 - Turning movement
11135,OTTAWA RIVER PKWY @ ISLAND PARK DR,363300.04817,5029453.33792,-75.75273,45.40257,2017,2017-08-26,2:21:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11136,OTTAWA RIVER PKWY @ ISLAND PARK DR,363298.69531,5029453.56340,-75.75275,45.40258,2017,2017-12-15,6:40:00 AM,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,05 - Turning movement
11137,OTTAWA RIVER PKWY @ ISLAND PARK DR,363298.70030,5029453.60702,-75.75275,45.40258,2017,2017-02-25,3:00:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11138,OTTAWA RIVER PKWY @ ISLAND PARK DR,363299.26345,5029454.53804,-75.75274,45.40258,2017,2017-12-30,6:04:00 PM,03 - Snow,06 - Ice,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,03 - Rear end
11139,OTTAWA RIVER PKWY @ ISLAND PARK DR,363298.69530,5029453.56340,-75.75275,45.40258,2017,2017-05-08,4:20:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11140,OTTAWA RIVER PKWY @ ISLAND PARK DR,363298.69530,5029453.56340,-75.75275,45.40258,2017,2017-08-01,4:45:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
11141,OTTAWA RIVER PKWY @ ISLAND PARK DR,363298.69529,5029453.56340,-75.75275,45.40258,2017,2017-12-30,7:55:00 PM,01 - Clear,04 - Slush,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
11142,OTTAWA RIVER PKWY @ ISLAND PARK DR,363298.78231,5029453.32209,-75.75274,45.40257,2017,2017-03-13,3:55:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe
11143,OTTAWA RIVER PKWY @ ISLAND PARK DR,363298.69528,5029453.56346,-75.75275,45.40258,2017,2017-08-19,7:06:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle
11144,OTTAWA RIVER PKWY @ PORTAGE BRIDGE,366516.54225,5031314.63310,-75.71141,45.41904,2017,2017-05-23,5:28:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle
11145,OTTAWA RIVER PKWY @ PORTAGE BRIDGE,366515.96016,5031314.56383,-75.71142,45.41904,2017,2017-05-16,2:57:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other
11146,OTTAWA RIVER PKWY @ PORTAGE BRIDGE,366516.28288,5031313.65012,-75.71142,45.41904,2017,2017-03-22,10:12:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
11147,OTTAWA RIVER PKWY @ PORTAGE BRIDGE,366516.09447,5031313.17379,-75.71142,45.41903,2017,2017-04-02,10:50:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe
11148,OTTAWA RIVER PKWY @ PORTAGE BRIDGE,366516.20826,5031314.63114,-75.71142,45.41904,2017,2017-05-26,9:40:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11149,OTTAWA RIVER PKWY @ PORTAGE BRIDGE,366516.04366,5031316.27701,-75.71142,45.41906,2017,2017-04-03,6:00:00 PM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
11150,OTTAWA RIVER PKWY @ REMIC RAPIDS ENT/TUNNEY'S,364263.27140,5030245.24680,-75.74033,45.40962,2017,2017-10-02,4:13:00 AM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,02 - Angle
11151,OTTAWA RIVER PKWY @ REMIC RAPIDS ENT/TUNNEY'S,364263.27140,5030245.24680,-75.74033,45.40962,2017,2017-07-05,1:22:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11152,OTTAWA RIVER PKWY @ REMIC RAPIDS ENT/TUNNEY'S,364263.27140,5030245.24680,-75.74033,45.40962,2017,2017-10-09,9:14:00 AM,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other
11153,OTTAWA RIVER PKWY @ REMIC RAPIDS ENT/TUNNEY'S,364263.27102,5030245.24673,-75.74033,45.40962,2017,2017-12-23,5:00:00 PM,03 - Snow,04 - Slush,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,05 - Turning movement
11154,OTTAWA RIVER PKWY @ REMIC RAPIDS ENT/TUNNEY'S,364263.27140,5030245.24680,-75.74033,45.40962,2017,2017-05-20,2:47:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other
11155,OTTAWA RIVER PKWY @ RIVER ST/SLIDELL ST,365156.70324,5030377.57281,-75.72890,45.41073,2017,2017-07-25,3:56:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11156,OTTAWA RIVER PKWY @ VIMY PLACE PRIV,365976.99470,5030795.71530,-75.71837,45.41442,2017,2017-02-02,7:58:00 AM,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11157,OTTAWA RIVER PKWY @ VIMY PLACE PRIV,365975.74094,5030796.72791,-75.71839,45.41443,2017,2017-03-09,3:16:00 PM,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11158,OTTAWA RIVER PKWY @ VIMY PLACE PRIV,365974.18859,5030798.49316,-75.71841,45.41445,2017,2017-12-28,3:45:00 PM,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end
11159,OTTAWA RIVER PKWY @ WELLINGTON ST EB,366690.74066,5031277.58625,-75.70919,45.41870,2017,2017-04-29,12:42:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11160,OTTAWA RIVER PKWY @ WOODROFFE AVE,361427.53997,5027003.39517,-75.77693,45.38068,2017,2017-01-04,8:29:00 AM,03 - Snow,03 - Loose snow,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11161,OTTAWA RIVER PKWY @ WOODROFFE AVE,361426.68157,5027002.53674,-75.77694,45.38068,2017,2017-10-23,7:30:00 PM,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end
11162,OTTAWA RIVER PKWY @ WOODROFFE AVE,361427.44817,5027002.25293,-75.77693,45.38067,2017,2017-03-01,4:25:00 PM,02 - Rain,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end
11163,OTTAWA RIVER PKWY btwn TRANSITWAY - TIME POINT & VIMY PLACE PRIV,365766.30557,5030525.56005,-75.72110,45.41201,2017,2017-06-22,2:30:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
11164,OTTAWA RIVER PKWY btwn VIMY PLACE PRIV & BOOTH ST,366093.76127,5030885.08962,-75.71687,45.41522,2017,2017-09-28,4:07:00 PM,00 - Unknown,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11165,OTTAWA RIVER PKWY btwn VIMY PLACE PRIV & BOOTH ST,366227.76421,5030980.71452,-75.71514,45.41607,2017,2017-05-14,9:30:00 PM,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
11166,OTTAWA RIVER PKWY btwn WOODROFFE AVE & TURN LANE,361429.73568,5027011.55107,-75.77690,45.38076,2017,2017-02-10,6:01:00 PM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,05 - Dusk,02 - Non-fatal injury,03 - Rear end
11167,OTTAWA RIVER PKWY EB btwn TRANSIT & TURN LANE (1),362676.36854,5028380.12387,-75.76082,45.39297,2017,2017-02-08,9:45:00 AM,01 - Clear,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,02 - Angle
11168,OTTAWA RIVER PKWY EB btwn TRANSIT & TURN LANE (1),362667.34686,5029043.27592,-75.76086,45.39894,2017,2017-06-03,3:54:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end
11169,OTTAWA RIVER PKWY EB btwn TRANSIT & TURN LANE (2),360956.80023,5025746.74871,-75.78308,45.36941,2017,2017-12-30,11:34:00 PM,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe
11170,OTTAWA RIVER PKWY EB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & ISLAND P,364369.26406,5030303.62213,-75.73897,45.41013,2017,2017-05-12,4:00:00 PM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11171,OTTAWA RIVER PKWY OFFR-EB @ PARKDALE AVE,364685.09634,5030331.05427,-75.73493,45.41035,2017,2017-09-03,2:30:00 PM,02 - Rain,02 - Wet,03 - Yield sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,07 - SMV other
11172,OTTAWA RIVER PKWY OFFR-EB @ PARKDALE AVE,364683.09858,5030331.64358,-75.73496,45.41036,2017,2017-12-11,7:58:00 AM,01 - Clear,01 - Dry,03 - Yield sign,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end
11173,OTTAWA RIVER PKWY ONR-EB @ PARKDALE AVE,364692.63616,5030334.36691,-75.73483,45.41038,2017,2017-03-16,1:15:00 PM,01 - Clear,01 - Dry,10 - No control,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
11174,OTTAWA RIVER PKWY WB @ PARKDALE AVE WB ON RAMP,364638.24924,5030469.00380,-75.73551,45.41160,2017,2017-04-04,4:30:00 PM,01 - Clear,01 - Dry,03 - Yield sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe
11175,OTTAWA RIVER PKWY WB btwn RAMP & RAMP,364717.64685,5030452.33203,-75.73450,45.41144,2017,2017-02-24,3:00:00 PM,00 - Unknown,00 - Unknown,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end
11176,OTTAWA RIVER PKWY WB btwn TRANSIT & TURN LANE,362669.01253,5029106.64022,-75.76083,45.39951,2017,2017-06-15,7:31:00 AM,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
11177,OTTAWA RIVER PKWY WB btwn TRANSIT & TURN LANE,362743.31581,5029157.50596,-75.75987,45.39996,2017,2017-12-30,10:45:00 AM,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other
